category,question,option_a,option_b,option_c,correct,explanation
安全題,在侷限空間作業前，應進行通風換氣，並測定氧氣濃度、有害物濃度及何種氣體濃度？,惰性氣體,可燃性氣體,有毒氣體,B,在侷限空間作業前，為確保安全，必須實施通風換氣，並測定空間內的氣體濃度。測定項目至少應包含：(1)氧氣濃度(應介於18%至21%之間)、(2)危害性氣體濃度(如硫化氫、一氧化碳等)、(3)可燃性氣體濃度(應低於其爆炸下限的30%)。
安全題,企業的「緊急應變計畫」(Emergency Response Plan)應包含下列何者？,應變組織、通報程序、應變措施、疏散計畫、演練與訓練等,公司年度預算細項與未來三年的市場行銷策略規劃,員工的個人績效評估標準以及詳細的薪資福利方案,A,企業的「緊急應變計畫」(ERP)是一套系統性的文件，應包含：(1)應變組織與職責、(2)緊急事故的判斷與通報程序、(3)各類災害的應變措施(如滅火、圍堵、疏散)、(4)緊急疏散計畫與路線、(5)應變器材與設備清單、(6)定期演練與訓練計畫、(7)災後復原程序等。
安全題,職業災害調查的主要目的為何？,主要為追究事故相關人員的法律責任並施以懲處,計算職災造成的經濟損失，以便向保險公司申請理賠,找出災害發生的根本原因，並提出改善措施以防止再發生,C,職業災害調查的主要目的，是為了找出導致災害發生的「根本原因」(Root Cause)，並根據原因提出有效的改善對策，以「防止類似災害再次發生」。其目的並非追究個人責任，而是著重於改善系統性的缺失。
安全題,在機械安全中，何謂「雙手操作裝置」(Two-Hand Control Device)？,可設定為單手或雙手模式，以增加操作的便利性與效率,要求操作者必須同時使用雙手啟動機器，以確保雙手遠離危險區域,在偵測到危險時，自動鎖定單手操作以保護操作者安全,B,「雙手操作裝置」是一種工程控制的安全裝置，要求操作者必須「同時使用雙手」去按壓兩個致動按鈕，機械才會啟動。此設計能確保在機械運轉的危險瞬間（如沖壓），操作者的雙手必定位於安全的操作區，而不會伸入危險的模具區內而造成傷害。
安全題,依職業安全衛生法，雇主應對新僱勞工或在職勞工變更工作時，實施何種安全衛生教育訓練？,一般安全衛生教育訓練,進階的專業技術訓練,特殊作業安全衛生教育訓練,A,依《職業安全衛生教育訓練規則》，雇主對新僱O勞工或在職勞工變更工作前，應使其接受至少三小時的「一般安全衛生教育訓練」。內容包含法規概要、安全衛生概念、危害通識、作業程序及急救常識等，以建立基礎的安全衛生知識。
安全題,何謂「安全文化」(Safety Culture)？,企業達成零災害事故的最終狀態，代表安全管理的最高成就,透過導入最新的安全技術與自動化設備來取代人工作業,組織內所有成員對安全的共同價值觀、信念、態度和行為模式,C,安全文化（Safety Culture）指組織內所有成員（從最高主管到基層員工）對安全的共同價值觀、信念、態度及行為模式，將安全視為核心價值優先於生產效率。正確答案C「組織內所有成員對安全的共同價值觀、信念、態度和行為模式」準確定義安全文化。安全文化五要素：管理承諾、員工參與、開放溝通、組織學習、持續改善。良好安全文化使安全成為內化習慣而非僅遵守規定。
安全題,在防火安全中，何謂「防火區劃」(Fire Compartmentation)？,主要目的是在火災發生時，透過灑水系統等主動設備自動進行滅火,透過防火牆、防火門等防火構造，將建築物分隔成若干獨立區域，以限制火勢和煙霧的蔓延,指為了方便人員通行與疏散，可以將防火門長時間維持開啟的狀態,B,防火區劃（Fire Compartmentation）指透過防火牆、防火門、防火捲門等防火構造，將建築物分隔成若干獨立區域，以限制火勢和煙霧的蔓延，防止火災迅速擴大。正確答案B「透過防火牆、防火門等防火構造，將建築物分隔成若干獨立區域，以限制火勢和煙霧的蔓延」準確定義防火區劃。依建築技術規則，一定規模以上建築物應設置防火區劃，每個區劃面積有限制，區劃間以防火構造分隔。
安全題,依職業安全衛生設施規則，對於高處作業，安全母索應固定於何處？,固定於堅固之構造物或專為安全母索設置之錨錠點,可臨時固定於作業區域的護欄或任何方便的結構體上,只要能承受作業人員的體重，任何位置都可以作為固定點,A,"依職業安全衛生設施規則第281條，高處作業使用之安全母索（水平救生索、垂直救生索），應固定於「堅固之構造物」或「專為安全母索設置之錨錠點」。正確答案A「固定於堅固之構造物或專為安全母索設置之錨錠點」為法規要求。錨錠點應能承受至少2,300公斤（22.6 kN）之拉力，確保勞工墜落時安全母索不會脫落，有效保護勞工生命安全。"
安全題,在電氣安全中，何謂「接地」(Grounding)？,將設備的中性線與接地線連接在一起，以達到雙重保護的效果,使用漏電斷路器偵測異常電流並自動切斷電源，以保護人員免於感電,將電氣設備的金屬外殼與大地連接，以提供故障電流的安全路徑，防止感電,C,接地（Grounding）指將電氣設備的金屬外殼或電路與大地連接，以提供故障電流的安全路徑，防止感電。正確答案C「將電氣設備的金屬外殼與大地連接，以提供故障電流的安全路徑，防止感電」準確定義接地。當設備絕緣損壞造成漏電時，故障電流經接地線流入大地，避免外殼帶電造成人員感電，並使過電流保護裝置（保險絲、斷路器）動作切斷電源。接地為電氣安全基本防護措施。
安全題,依職業安全衛生法，雇主應對勞工實施健康檢查，其費用應由誰負擔？,勞工負擔,雇主負擔,政府負擔,B,依職業安全衛生法第20條第1項，雇主對勞工應施行體格檢查及定期健康檢查，其費用由「雇主負擔」。正確答案B「雇主負擔」為法定要求。健康檢查不得要求勞工自行負擔費用，檢查時間視為工作時間，雇主應給予公假。雇主應依健康檢查結果實施適性配工及健康管理，保障勞工健康權益。
安全題,"何謂「安全觀察與回饋」(Safety Observation and Feedback, SOF)？",透過觀察員工的作業行為，給予即時的安全或不安全行為回饋，以促進安全行為的養成,專注於找出設備或環境的缺失，而非針對個人的作業行為進行觀察,由外部專業顧問定期進行的稽核活動，用以評估組織的整體安全績效,A,"安全觀察與回饋（Safety Observation and Feedback, SOF）又稱行為安全觀察(BBS, Behavior-Based Safety)，指透過訓練合格之觀察員，在作業現場觀察員工的作業行為，記錄安全行為與不安全行為，並給予即時正向回饋或改善建議。正確答案A「透過觀察員工的作業行為，給予即時的安全或不安全行為回饋，以促進安全行為的養成」準確定義SOF。目的在強化安全行為、修正不安全行為，建立安全文化。"
安全題,在化學品儲存中，何謂「相容性儲存」(Compatible Storage)？,依照化學品的購入日期或字母順序進行儲存管理即可,將酸性與鹼性化學品分開儲存，其他類別則無嚴格規定,將不同種類的化學品分開儲存，避免不相容物質混合產生危險反應,C,相容性儲存（Compatible Storage）指將化學品依其危害特性及反應相容性分類分區儲存，將「不相容物質」（如酸與鹼、氧化劑與還原劑、易燃物與氧化劑）分開儲存，避免混合產生火災、爆炸、有毒氣體等危險反應。正確答案C「將不同種類的化學品分開儲存，避免不相容物質混合產生危險反應」準確定義相容性儲存。依危害性化學品標示及通識規則，雇主應依化學品特性規劃適當儲存區域。
安全題,依職業安全衛生設施規則，對於勞工從事噪音作業，雇主應提供何種個人防護具？,防護手套,耳塞或耳罩,安全帽,B,依職業安全衛生設施規則第300條，對於勞工從事噪音作業（8小時日時量平均音壓級超過85分貝），雇主應提供「耳塞或耳罩」等聽力防護具，並確保勞工確實配戴。正確答案B「耳塞或耳罩」為法定要求。噪音會造成職業性聽力損失（噪音性聽力損失為不可逆），使用防護具可有效保護勞工聽力健康。聽力防護具應定期更換，確保防護效果。
安全題,何謂「安全衛生管理系統」(OHSMS)？,一套系統性的管理方法，旨在識別、評估、控制職業健康安全風險，並持續改善績效,為事故發生後進行責任歸屬調查與懲處的詳細標準作業流程與規範,旨在確保企業符合所有環保法規，並定期提交報告給主管機關的系統,A,"安全衛生管理系統（OHSMS, Occupational Health and Safety Management System）是組織用來識別、評估及控制職業安全衛生風險的系統性管理方法。正確答案A「一套系統性的管理方法，旨在識別、評估、控制職業健康安全風險，並持續改善績效」準確定義OHSMS。透過PDCA（計畫-執行-檢查-行動）循環，持續改善安全衛生績效，預防職業災害。ISO 45001為國際職業安全衛生管理系統標準。"
安全題,在防火安全中，何謂「火災荷重」(Fire Load)？,指建築物的結構體在火災中所能承受的最高溫度與燃燒持續時間,評估火災警報系統的警報音量與其覆蓋範圍是否符合法規的標準,建築物內所有可燃物燃燒時所釋放的總熱量，通常以單位面積的木材當量表示,C,火災荷重（Fire Load）指建築物內所有可燃物質完全燃燒時釋放的總熱量，通常以每平方公尺相當於多少公斤木材的熱值表示（kg/m²）。正確答案C「建築物內所有可燃物燃燒時所釋放的總熱量，通常以單位面積的木材當量表示」準確定義火災荷重。火災荷重越高，火災持續時間越長、溫度越高，是建築防火設計的重要參數，影響防火構造、避難設施及消防設備之設計。
安全題,依職業安全衛生法，雇主應設置「職業安全衛生委員會」的條件為何？,勞工人數達30人以上,勞工人數達100人以上,勞工人數達50人以上,B,依職業安全衛生法第23條及施行細則第26條，事業單位勞工人數在「100人以上」者，應設置職業安全衛生委員會。正確答案B「勞工人數達100人以上」為法定門檻。委員會由雇主、部門主管、職業安全衛生人員及勞工代表組成（勞工代表不得少於三分之一），每季至少開會一次，審議及協調安全衛生政策、安全衛生教育訓練、健康管理等事項。
安全題,在機械安全中，何謂「安全距離」(Safety Distance)？,為防止人員接觸到危險區域，根據機器停止時間和人體移動速度計算出的最小距離,機械設備之間為便於維修保養通行及緊急應變所需預留之適當空間範圍,一個由國際標準組織所制定的通用安全數值，適用於所有工業機械類型,A,安全距離（Safety Distance）依ISO 13857標準，為防止人員接觸到危險區域，根據機械危險區域的危害程度、人體移動速度及機器停止時間等因素計算出的「最小距離」。正確答案A「為防止人員接觸到危險區域，根據機器停止時間和人體移動速度計算出的最小距離」準確定義安全距離。目的是在操作人員伸手觸及前，機器能完全停止或防護裝置能及時動作，確保人員安全。
安全題,依職業安全衛生設施規則，對於高溫作業勞工，雇主應提供何種防護措施？,要求勞工穿著深色厚重且不透氣的長袖衣物以隔絕熱源,在高溫時段安排耗費體力的作業，以訓練勞工的耐熱能力,提供充足飲用水、調整作業時間、設置休息場所、實施健康管理等,C,依職業安全衛生設施規則第324條，對於高溫作業勞工，雇主應提供充足飲用水、調整作業時間（避開高溫時段）、設置休息場所、實施健康管理、供應鹽錠等防護措施。正確答案C「提供充足飲用水、調整作業時間、設置休息場所、實施健康管理等」涵蓋主要防護措施。雇主應監測熱危害因子（WBGT綜合溫度熱指數），預防勞工中暑、熱衰竭、熱痙攣等熱疾病。
安全題,何謂「危害通識」(Hazard Communication)？,一套書面的化學品採購程序，旨在確保購入的化學品符合成本效益,透過標示、安全資料表(SDS)及教育訓練，確保勞工了解其所接觸化學品的危害資訊,針對化學品洩漏事件的緊急應變與處理程序，不包含日常的預防性措施,B,危害通識（Hazard Communication）依職業安全衛生法第10條及危害性化學品標示及通識規則，雇主應對化學品提供安全資料表（SDS）、於容器標示危害圖式及警示語，並實施教育訓練。正確答案B「透過標示、安全資料表(SDS)及教育訓練，確保勞工了解其所接觸化學品的危害資訊」準確定義危害通識。目的在確保勞工了解化學品危害性（健康危害、物理危害）及防護措施，降低化學品危害風險。
安全題,在施工安全中，何謂「施工架」(Scaffolding)？,為提供高處作業人員安全立足點和工作平台而搭建的臨時性結構,指建築物完工後，為了美化外觀而附加的永久性裝飾結構,一種僅使用木頭或竹子搭建，用於新建工程的簡易支撐設備,A,施工架（Scaffolding）又稱鷹架，依職業安全衛生設施規則第128條至第141條規定，為提供高處作業人員安全立足點和工作平台而搭建的臨時性結構。正確答案A「為提供高處作業人員安全立足點和工作平台而搭建的臨時性結構」準確定義施工架。施工架應由合格人員組配，具足夠強度及穩定性，設置護欄及踏板，寬度至少40公分，定期檢查確保結構安全。
安全題,依職業安全衛生法，雇主應對勞工實施「自動檢查」，其目的為何？,主要目的為取代所有人工檢查，以完全避免人為疏失的發生,在事故發生之後，用來釐清相關人員的行政疏失與法律責任,透過定期檢查機械、設備、作業環境及安全衛生設施，及早發現並改善潛在危害,C,依職業安全衛生法第23條，雇主應實施自動檢查制度，目的為「透過定期檢查機械、設備、作業環境及安全衛生設施，及早發現並改善潛在危害」。正確答案C準確描述自動檢查目的。自動檢查包括作業前檢點（每日作業前）、定期檢查（每週、每月、每年）、重點檢查（定期或變更時）等，及早發現異常或缺陷並立即改善，確保設備正常運作，預防職業災害。
安全題,何謂「緊急停止裝置」(Emergency Stop Device)？,在正常生產流程中，用於暫停或減緩機器運轉速度的控制按鈕,在緊急情況下，能迅速切斷機器動力，停止其運轉，以避免或減輕傷害的裝置,一種備用電源系統，確保在主要電力中斷時機器仍可繼續運作,B,緊急停止裝置（Emergency Stop Device）依CNS 14408標準，在緊急情況下能迅速切斷機器動力，使機器立即停止運轉，以避免或減輕傷害。正確答案B「在緊急情況下，能迅速切斷機器動力，停止其運轉，以避免或減輕傷害的裝置」準確定義緊急停止裝置。通常為紅色蘑菇頭按鈕，按下後需手動復歸，設置於操作者易觸及位置，作為機械安全最後防線。
安全題,在防火安全中，何謂「火災警報系統」(Fire Alarm System)？,由火災探測器、受信總機、警鈴、手動報警機等組成，用於早期偵測火災並發出警報,指一套利用高壓水柱或化學藥劑，在偵測到火災後自動進行撲滅的設備,主要功能為記錄火災發生時間與地點，以利後續責任歸屬調查的系統,A,火災警報系統依各類場所消防安全設備設置標準，由火災探測器（偵煙型、偵熱型、火焰型）、受信總機、手動報警機、緊急廣播設備、警鈴等組成。正確答案A「由火災探測器、受信總機、警鈴、手動報警機等組成，用於早期偵測火災並發出警報」準確定義火災警報系統。火災發生時自動或手動啟動，發出警報聲響及燈號，通知人員疏散避難，並將訊號傳送至消防隊，達到早期發現、早期應變目的。
安全題,依職業安全衛生法，雇主應對勞工實施「健康管理」，其內容不包括下列何者？,辦理員工體格與健康檢查,進行適性配工並辦理健康指導,要求勞工自行購買健康食品,C,依職業安全衛生法第20條，雇主應實施勞工健康管理，包括辦理健康檢查、健康指導及諮詢、配工及選工、實施健康促進等。正確答案C「要求勞工自行購買健康食品」不屬於法定健康管理範圍。健康檢查費用由雇主負擔，檢查時間視為工作時間。健康管理目的在預防職業病、促進勞工健康，要求勞工自費購買健康食品不符合法定健康管理內涵。
安全題,何謂「安全閥」(Safety Valve)？,在正常運轉中，用於精確調節管路中流體之流量與方向的關鍵控制閥門,在壓力容器或管路中，當內部壓力超過設定值時，能自動開啟洩壓，以防止爆炸或損壞的裝置,當壓力略微超過正常操作值時，會依比例開啟以穩定調節系統壓力的裝置,B,安全閥（Safety Valve）依鍋爐及壓力容器安全規則，當壓力容器或管路內部壓力超過設定值時，自動開啟洩壓，防止壓力過高造成爆炸或設備損壞。正確答案B「在壓力容器或管路中，當內部壓力超過設定值時，能自動開啟洩壓，以防止爆炸或損壞的裝置」準確定義安全閥。安全閥為壓力容器最重要的安全裝置，應定期校驗測試，確保功能正常。洩壓後壓力降至安全範圍即自動關閉。
衛生題,依食品安全衛生管理法，HACCP系統包含幾項重要原則？,5項,7項,9項,B,HACCP（危害分析重要管制點，Hazard Analysis and Critical Control Points）系統包含7項原則：(1)危害分析、(2)確定重要管制點（CCP）、(3)建立管制界線、(4)建立監測系統、(5)建立矯正措施、(6)建立驗證程序、(7)建立記錄文件系統。正確答案B「7項」為正確數字。HACCP是預防性食品安全管理系統，透過系統性管理確保食品安全，為國際公認之食品安全管理方法。
衛生題,飲用水水質標準中，大腸桿菌群的最大限值為何？,每100毫升6CFU以下,每100毫升不得檢出,每100毫升100CFU以下,A,依飲用水水質標準，大腸桿菌群最大限值為每100毫升「6 CFU（菌落形成單位）以下」。正確答案A「每100毫升6CFU以下」為法定標準。大腸桿菌群常作為水質受糞便污染的指標，超標表示水質可能受污染，存在致病微生物（如大腸桿菌、沙門氏菌、志賀氏菌等）風險。飲用水應定期檢測水質，確保符合標準，保障飲用安全。
衛生題,職業性噪音引起聽力損失，最先影響的頻率範圍為？,500-1000 Hz,4000 Hz,8000 Hz,B,長期暴露於噪音環境所造成的職業性聽力損失，其最早出現的聽力損傷特徵，是在聽力圖上4000Hz的頻率出現「V型凹陷」，也就是對4000Hz的聲音感受能力最先下降，而非選項中的其他頻率。
衛生題,依作業環境監測實施辦法，粉塵作業環境應多久實施監測一次？,每3個月,每6個月,每12個月,B,依「勞工作業環境監測實施辦法」規定，粉塵作業場所屬於第一級管理者，應「每六個月」監測其總粉塵或可呼吸性粉塵濃度一次。若監測結果穩定且低於容許濃度標準，經評估後可調整監測頻率。
衛生題,傳染病防治法將傳染病分為幾類？,五類,四類,三類,A,依傳染病防治法第3條，中央主管機關依致死率、發生率及傳播速度，將傳染病分為五類。第一類傳染病最嚴重（如鼠疫、伊波拉），第五類為新興傳染病。不同類別有不同通報時限及防治措施，以有效控制疫情。
衛生題,在職業衛生中，『時間加權平均容許濃度』(TWA)是指勞工每日工作幾小時的平均容許暴露濃度？,12小時,4小時,8小時,C,時間加權平均容許濃度（PEL-TWA）指勞工每日工作8小時、每週工作40小時的時間加權平均容許暴露濃度。TWA為職業衛生三種容許濃度標準之一（另有PEL-STEL短時間時量平均容許濃度、PEL-Ceiling最高容許濃度）。雇主應優先採工程控制及行政管理，確保勞工暴露於作業場所空氣中有害物質濃度低於容許濃度，無法達到時應使用個人防護具。
衛生題,何種生物性危害因子屬於真菌類？,病毒,麴菌,細菌,B,麴菌（Aspergillus）屬於真菌類微生物，常見於環境中，部分種類可產生黃麴毒素（Aflatoxin）等有害代謝產物。真菌類生物性危害因子包括黴菌（mold）、酵母菌（yeast）等，可透過空氣傳播孢子，引起過敏反應或感染性疾病。作業場所應保持通風乾燥，避免真菌滋生。
衛生題,為預防手臂振動症候群(HAVS)，手持振動工具的作業，其日暴露時間不應超過多少？,應依據振動加速度大小決定,每日總工作時間不得超過八小時,應以勞工的個人感受為主,A,手臂振動症候群（HAVS）預防應依據振動加速度大小決定日暴露時間。HAVS由長期使用研磨機、電鑽、割草機、夯土機等振動工具引起，症狀包括手指麻木、疼痛、肌肉無力、手指發白（blanching）。暴露時間從首次接觸到出現症狀的潛伏期因危害種類、暴露量及個人而異。預防措施包括減少暴露時間強度、使用低振動工具、配戴防護手套。
衛生題,在通風系統中，『整體換氣』(General Ventilation)的主要目的是什麼？,提供特定區域的冷氣或暖氣,在污染源頭直接捕捉污染物,稀釋整個作業場所的空氣污染物濃度,C,整體換氣（General Ventilation）目的是稀釋整個作業場所的空氣污染物濃度，透過引入新鮮空氣稀釋污染物，降低勞工暴露風險。整體換氣與局部排氣不同，局部排氣是在污染源頭直接捕捉污染物。食品良好衛生規範準則規定作業場所應保持良好通風，勞工作業環境監測實施辦法規範通風換氣監測。適當換氣可降低污染物濃度。
衛生題,何者為評估人體核心體溫過高風險最直接且準確的指標？,環境空氣溫度計,綜合溫度熱指數(WBGT),人體皮膚表面溫度,B,"綜合溫度熱指數（WBGT, Wet Bulb Globe Temperature）是評估人體核心體溫過高風險最直接準確的指標。WBGT綜合考量濕度、輻射熱及氣溫三項因素，用於評估高溫環境下勞工中暑風險。計算公式考慮自然濕球溫度、黑球溫度及乾球溫度，較單純測量氣溫更能反映熱環境對人體的實際影響。高溫作業場所應定期監測WBGT並採取防護措施。"
衛生題,在職業衛生中，『生物暴露指標』(BEIs)是用來評估什麼？,人體吸收有害物的總量或因此產生的生物效應,診斷特定職業疾病的醫學診斷標準,評估工作場所空氣中有害物質的濃度,A,"生物暴露指標（BEIs, Biological Exposure Indices）用於評估人體吸收有害物質的總量或因此產生的生物效應。BEIs指健康勞工暴露於作業環境容許濃度（吸入性暴露）時，其生物樣本（血液、尿液等）中對應有害物質或代謝物的濃度。BEIs優勢在於能反映經由多種途徑（呼吸道、皮膚、消化道）進入人體的總暴露量，較空氣監測更能評估實際暴露。"
衛生題,進行作業環境測定採樣時，『個人採樣』的主要目的為何？,找出作業場所中濃度最高的污染點,評估整個工場的平均污染程度,評估特定勞工在工作期間的實際暴露劑量,C,個人採樣（Personal Sampling）主要目的是評估特定勞工在工作期間的實際暴露劑量。個人採樣將採樣器配戴於勞工身上（通常在呼吸區），隨勞工移動採集樣本，能真實反映該勞工的暴露狀況。相對於區域採樣（Area Sampling）找出場所中濃度最高污染點或評估整體平均污染程度，個人採樣更能準確評估個別勞工健康風險。
衛生題,下列何種游離輻射的穿透力最強，需要使用鉛或厚混凝土才能有效屏蔽？,α (阿法) 粒子,γ (伽瑪) 射線,β (貝他) 粒子,B,γ射線（伽瑪射線）穿透力最強，需使用鉛或厚混凝土才能有效屏蔽。游離輻射穿透力由弱至強為：α粒子（紙張即可阻擋）< β粒子（鋁箔可阻擋）< γ射線（需鉛或厚混凝土）。α粒子為氦原子核，β粒子為高速電子或正電子，γ射線為高能電磁波。輻射防護三原則為時間（減少暴露時間）、距離（增加距離）、屏蔽（使用適當材料）。
衛生題,發生疑似食品中毒事件時，衛生單位進行調查的首要步驟通常是什麼？,採集患者及可疑食品檢體，並保存剩餘食物,對涉事廠商進行行政處罰與開立罰款,召開記者會對外說明事件經過與處理進度,A,食品中毒事件調查首要步驟是採集患者檢體（嘔吐物、排泄物、血液）及可疑食品樣本，立即冷藏保存送驗。保存剩餘食物供後續檢驗比對。及時採檢是釐清致病原因、追溯責任、防止疫情擴大的關鍵，為疫情調查基礎。
衛生題,"何謂『病態建築症候群』(Sick Building Syndrome, SBS)？",症狀有明確的醫學診斷，且其病因單一明確可追溯並進行有效治療與預防,離開建築物後症狀持續存在或惡化，且具有高度傳染性並難以有效治療,在特定建築物內，多數人員產生急性、非特定的共同不適症狀，但離開後症狀即緩解,C,病態建築症候群（SBS）由WHO於1982年提出，指在特定建築物內多數人員產生急性、非特定共同不適症狀（頭痛、疲勞、眩暈、咳嗽、皮膚刺激、噁心、呼吸急促、眼鼻喉刺激），但離開建築物後症狀即改善或消失，且無法找出特定疾病或原因。主要原因包括通風不良、建材逸散揮發性有機物（VOC）、排氣不當、新鮮空氣不足。辦公室SBS發生率達57%。
衛生題,依食品安全衛生管理法，食品中不得檢出的防腐劑是下列何者？,苯甲酸,硼砂,己二烯酸,B,硼砂（硼酸鈉）為法定禁用食品添加物，食品安全衛生管理法明令禁止。我國於1979年將硼砂列為禁用防腐劑。硼砂有毒性，會累積體內影響生殖系統及胎兒發育。違法添加可處6年以下有期徒刑，併科8000萬元以下罰金。
衛生題,依規定應標示的食物過敏原中，不包含下列何者？,豬肉、雞肉等常見肉品,芒果、奇異果等水果,蝦、蟹等甲殼類動物,A,依食品過敏原標示規定（2020年7月1日實施），應標示11項過敏原：甲殼類、芒果、花生、牛奶、蛋類、堅果類、芝麻、含麩質穀物、大豆、魚類、亞硫酸鹽類。豬肉、雞肉等常見肉品不在強制標示範圍。過敏原標示可提醒過敏者避免誤食。
衛生題,在自來水淨水程序中，『混凝、膠凝、沉澱』的主要目的為何？,直接殺滅水中所有微生物以達到完全消毒,直接去除水中所有溶解性鹽類以軟化水質,去除水中的細小懸浮顆粒與雜質,C,混凝、膠凝、沉澱程序主要目的是去除水中細小懸浮顆粒與雜質。混凝（Coagulation）是加入混凝劑（如硫酸鋁、氯化鐵）使細小顆粒凝聚，膠凝（Flocculation）是緩慢攪拌使凝聚物形成較大絮體，沉澱（Sedimentation）是使絮體沉降去除。此程序為自來水處理關鍵步驟，後續搭配過濾、消毒等程序確保飲用水符合水質標準。
衛生題,"在生物安全等級(Biosafety Level, BSL)中，哪一個等級適用於操作可能引發嚴重或潛在致命疾病的本土或外來病原體，且已有有效的預防和治療方法？",BSL-4,BSL-3,BSL-2,B,BSL-3（生物安全第三等級）適用於操作可能引發嚴重或潛在致命疾病的本土或外來病原體，且已有有效預防和治療方法。BSL分為四級：BSL-1（低風險微生物）、BSL-2（中度風險病原體）、BSL-3（高風險病原體，如結核桿菌、炭疽桿菌）、BSL-4（極高風險且無治療方法病原體，如伊波拉病毒）。BSL-3要求負壓實驗室、HEPA過濾、嚴格進出管制等設施。
衛生題,為預防肌肉骨骼傷害，電腦工作站的螢幕頂端高度應如何調整？,與眼睛視線等高或略低一些,遠低於視線水平，讓使用者低頭工作,遠高於視線水平，讓使用者抬頭工作,A,電腦工作站螢幕頂端應與眼睛視線等高或略低10-20度，視距50-70公分。長時間抬頭或低頭易造成頸椎及肩膀肌肉疲勞。符合人體工學的工作站設計可預防肌肉骨骼傷害，包括頸肩痠痛、腕隧道症候群等。
衛生題,在食品中毒分類中，由金黃色葡萄球菌(Staphylococcus aureus)引起的食物中毒，其主要致病原因為何？,細菌本身在腸道內大量繁殖,細菌破壞了食物的營養成分,細菌在食物中產生的腸毒素,C,金黃色葡萄球菌食物中毒主因是細菌在食品中產生的耐熱腸毒素（Enterotoxin），而非細菌本身。腸毒素耐熱，烹煮無法破壞。潛伏期短（1-6小時），症狀為噁心嘔吐。預防重點：從業人員手部衛生、傷口勿接觸食品、食品低溫保存。
衛生題,在評估化學品健康危害時，『短時間暴露容許濃度』(STEL)是指在多少時間內的平均暴露濃度？,8小時,15分鐘,1小時,B,"短時間暴露容許濃度（STEL, Short-Term Exposure Limit）指勞工在任何15分鐘期間內不應超過的平均暴露濃度。STEL為補充8小時TWA的標準，針對具強烈急性毒性物質設定，用於檢查8小時工作期間關鍵時點是否超過STEL。PEL-STEL規定勞工連續暴露於此濃度15分鐘不會產生特定不良狀況。STEL非取代8小時個人暴露測定，而是作為補充檢核。"
衛生題,何者為『預防醫學』的核心概念？,透過健康促進、疾病篩檢及預防接種等措施，在疾病發生前就介入，以維護健康,主要專注於已確診疾病的治療與症狀控制，以避免病情惡化與產生併發症,強調以手術或藥物等侵入性方式，積極處理所有潛在的健康風險,A,預防醫學核心概念是透過健康促進、疾病篩檢及預防接種等措施，在疾病發生前就介入以維護健康。預防醫學分為三級：初級預防（健康促進、預防接種，防止疾病發生）、次級預防（早期篩檢、早期治療，阻止疾病進展）、三級預防（復健治療，減少失能）。相較於治療醫學著重疾病治療，預防醫學強調「預防勝於治療」，降低疾病發生率及醫療成本。
衛生題,依據『化粧品衛生安全管理法』，產品標示上必須揭露的資訊不包含下列何者？,產品全成分名稱,製造商的名稱地址,製造商的研發人員姓名,C,依化粧品衛生安全管理法規定，產品標示應包含：品名、廠商名稱地址、製造日期或批號、保存期限或有效期限、用途、用法、主要成分、淨重或容量、原產地等。製造商研發人員姓名非強制標示項目。化粧品標示目的為確保消費者知的權利，提供安全使用資訊，追溯產品來源。標示不實或不完整可依法處罰。
衛生題,在醫院感染管制中，最基本且最重要的措施為何？,全面禁止家屬探病,確實執行手部衛生(洗手),給予所有病人預防性抗生素,B,手部衛生（洗手）是醫院感染管制最基本且最重要的措施。WHO倡導「手部衛生五時機」：接觸病人前、執行清潔/無菌操作前、暴露體液風險後、接觸病人後、接觸病人周遭環境後。手部是病原體傳播最主要途徑，正確洗手可減少70-80%感染風險。洗手方式包括濕洗手（肥皂加水，至少20秒）及乾洗手（酒精性乾洗手液），為感染管制第一道防線。
衛生題,何謂「職業病」？,因執行職務而暴露於危害因子所導致的疾病,泛指所有在工作期間所發生的任何疾病,與個人生活習慣或體質相關的慢性疾病,A,職業病指因執行職務而暴露於危害因子（化學、物理、生物、人因等）所導致的疾病。勞工保險條例規定職業病包括：塵肺症、職業性癌症、金屬中毒、有機溶劑中毒、缺氧症、減壓症、高壓症、異常氣壓危害、噪音性聽力損失、振動症候群等。職業病須符合「因果關係」（工作暴露與疾病相關）及「時序性」（暴露在先、發病在後）。相異於職業傷害（意外事故）。
衛生題,在環境毒理學中，何謂「半數致死劑量」(LD50)？,導致一半實驗動物死亡的最低劑量,導致一半實驗動物出現中毒症狀的劑量,導致一半實驗動物死亡的單次給藥劑量,C,"LD50（Median Lethal Dose, 半數致死量）指能殺死一半試驗動物的單次給藥劑量，由J.W. Trevan於1927年發明，為描述毒性物質或輻射毒性的常用指標。表達方式為「毫克/千克體重」（mg/kg），LD50數值越小表示毒性越強。測定方法包括Bliss法、Karber法等，Bliss法最準確。LD50僅測試急性中毒，未計算長期影響。另有LC50（半數致死濃度）用於評估吸入毒性。"
